order_id,platform,sku_code,product_name,category,order_value,shipping_fee,seller_voucher,platform_fee,order_status,transaction_date,review_score,review_text
ORD-20261327,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,446897,26638,15000,17875,CANCELLED,2026-08-03 00:00:00,,
ORD-20261328,Tokopedia,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,233002,22273,0,9320,COMPLETED,2026-01-13 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261329,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,44855,34512,0,1794,COMPLETED,2026-01-24 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261330,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,216117,28462,15000,8644,COMPLETED,2026-02-03 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261331,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,46528,11771,5000,1861,CANCELLED,2026-01-31 00:00:00,,
ORD-20261332,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,82154,31796,0,3286,COMPLETED,2026-07-31 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261333,Tokopedia,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,748297,12572,5000,29931,COMPLETED,2026-07-28 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261334,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,732260,12278,0,29290,COMPLETED,2026-08-18 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261335,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,716409,23463,5000,28656,COMPLETED,2026-07-23 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261336,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,685145,26876,5000,27405,RETURNED,2026-06-01 00:00:00,2,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20261337,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,73901,23262,5000,2956,COMPLETED,2026-04-14 00:00:00,4,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261338,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,241505,29464,0,9660,RETURNED,2026-01-20 00:00:00,2,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20261339,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,576720,14971,0,23068,CANCELLED,2026-03-21 00:00:00,,
ORD-20261340,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,295955,23964,25000,11838,COMPLETED,2026-07-14 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261341,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,349475,24722,15000,13979,COMPLETED,2026-01-08 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261342,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,323866,30950,5000,12954,COMPLETED,2026-03-14 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261343,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,394442,21919,5000,15777,COMPLETED,2026-07-08 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261344,Tokopedia,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,287347,32415,10000,11493,COMPLETED,2026-03-29 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261345,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,156751,14426,10000,6270,COMPLETED,2026-02-02 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261346,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,52291,26266,10000,2091,RETURNED,2026-06-18 00:00:00,2,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20261347,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,120139,27630,15000,4805,CANCELLED,2026-05-16 00:00:00,,
ORD-20261348,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,299590,31760,10000,11983,COMPLETED,2026-08-05 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261349,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,59734,21168,25000,2389,RETURNED,2026-04-25 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20261350,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,732095,20129,5000,29283,CANCELLED,2026-04-26 00:00:00,,
ORD-20261351,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,545642,16229,10000,21825,COMPLETED,2026-03-06 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261352,Lazada,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,684100,20518,15000,27364,COMPLETED,2026-02-10 00:00:00,4,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261353,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,577202,31693,15000,23088,COMPLETED,2026-01-24 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261354,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,303787,25570,15000,12151,CANCELLED,2026-07-14 00:00:00,,
ORD-20261355,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,320155,20020,15000,12806,RETURNED,2026-08-07 00:00:00,1,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20261356,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,293840,27091,5000,11753,COMPLETED,2026-09-06 00:00:00,4,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261357,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,77028,25778,10000,3081,CANCELLED,2026-07-30 00:00:00,,
ORD-20261358,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,396845,21983,10000,15873,COMPLETED,2026-05-06 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261359,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,606915,27900,0,24276,CANCELLED,2026-06-05 00:00:00,,
ORD-20261360,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,96461,25504,25000,3858,COMPLETED,2026-04-09 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261361,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,147623,21567,25000,5904,CANCELLED,2026-05-08 00:00:00,,
ORD-20261362,Tokopedia,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,270156,12783,25000,10806,RETURNED,2026-07-29 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20261363,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,303043,27185,0,12121,COMPLETED,2026-04-04 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261364,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,175783,28975,0,7031,COMPLETED,2026-07-24 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261365,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,288817,33546,15000,11552,COMPLETED,2026-06-10 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261366,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,450889,14317,25000,18035,COMPLETED,2026-05-18 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261367,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,136974,24281,5000,5478,COMPLETED,2026-03-30 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261368,TikTok Shop,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,471007,18177,10000,18840,COMPLETED,2026-06-21 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261369,Tokopedia,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,405206,30958,10000,16208,COMPLETED,2026-07-30 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261370,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,664432,16274,25000,26577,COMPLETED,2026-04-04 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261371,TikTok Shop,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,686516,27345,10000,27460,COMPLETED,2026-06-09 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261372,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,38140,23055,25000,1525,COMPLETED,2026-09-08 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261373,Tokopedia,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,356694,31147,15000,14267,COMPLETED,2026-04-16 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261374,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,644843,33331,25000,25793,CANCELLED,2026-03-26 00:00:00,,
ORD-20261375,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,339468,34612,25000,13578,COMPLETED,2026-06-18 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261376,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,683844,22186,10000,27353,COMPLETED,2026-04-23 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261377,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,68325,29831,0,2733,COMPLETED,2026-05-10 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261378,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,535883,12615,0,21435,COMPLETED,2026-08-04 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261379,Tokopedia,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,425822,20974,0,17032,COMPLETED,2026-09-06 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261380,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,691313,17948,0,27652,CANCELLED,2026-04-11 00:00:00,,
ORD-20261381,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,286384,18145,5000,11455,RETURNED,2026-08-10 00:00:00,2,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20261382,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,291581,26298,25000,11663,COMPLETED,2026-05-07 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261383,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,605674,12354,5000,24226,COMPLETED,2026-01-15 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261384,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,193779,18191,5000,7751,RETURNED,2026-08-14 00:00:00,2,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20261385,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,728211,11290,5000,29128,COMPLETED,2026-05-21 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261386,TikTok Shop,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,369983,10056,10000,14799,RETURNED,2026-06-23 00:00:00,1,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20261387,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,277813,25372,0,11112,COMPLETED,2026-02-27 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261388,Tokopedia,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,221378,25053,15000,8855,COMPLETED,2026-02-21 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261389,TikTok Shop,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,128819,21229,0,5152,COMPLETED,2026-05-09 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261390,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,557406,18568,10000,22296,CANCELLED,2026-02-17 00:00:00,,
ORD-20261391,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,506145,26064,10000,20245,COMPLETED,2026-05-03 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261392,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,397162,26658,25000,15886,COMPLETED,2026-04-23 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261393,Lazada,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,646903,33607,25000,25876,COMPLETED,2026-06-16 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261394,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,305561,25560,25000,12222,RETURNED,2026-06-06 00:00:00,1,"Barang mati total saat diterima, respon garansi lambat!"
ORD-20261395,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,242441,31367,0,9697,COMPLETED,2026-06-28 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261396,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,148037,15873,5000,5921,COMPLETED,2026-08-15 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261397,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,457332,28447,5000,18293,COMPLETED,2026-03-10 00:00:00,4,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261398,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,363894,34242,15000,14555,COMPLETED,2026-04-08 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261399,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,317600,18951,25000,12704,COMPLETED,2026-05-17 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261400,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,429297,28095,25000,17171,COMPLETED,2026-04-04 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261401,TikTok Shop,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,337734,31401,5000,13509,COMPLETED,2026-04-17 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261402,Tokopedia,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,263165,17368,0,10526,COMPLETED,2026-05-29 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261403,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,591535,28263,15000,23661,COMPLETED,2026-04-25 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261404,Lazada,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,91264,14124,15000,3650,COMPLETED,2026-04-27 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261405,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,629612,30720,10000,25184,COMPLETED,2026-04-18 00:00:00,4,"Barang original 100%, mantap recommended seller!"
ORD-20261406,Tokopedia,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,117257,32885,10000,4690,COMPLETED,2026-07-21 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261407,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,709280,28251,25000,28371,CANCELLED,2026-06-09 00:00:00,,
ORD-20261408,Tokopedia,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,301494,28949,5000,12059,COMPLETED,2026-05-28 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261409,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,100651,28483,0,4026,COMPLETED,2026-06-16 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261410,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,389948,34976,0,15597,COMPLETED,2026-05-03 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261411,Tokopedia,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,173083,10190,0,6923,COMPLETED,2026-07-19 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261412,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,243137,18815,0,9725,COMPLETED,2026-07-30 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261413,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,309500,27805,25000,12380,RETURNED,2026-03-27 00:00:00,1,"Pengiriman lama sekali, kemasan penyok dan barang agak lecet."
ORD-20261414,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,102606,29721,15000,4104,COMPLETED,2026-05-20 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261415,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,246972,14763,15000,9878,COMPLETED,2026-06-08 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261416,Shopee,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,200492,12651,10000,8019,COMPLETED,2026-05-21 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261417,Lazada,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,631556,14532,25000,25262,COMPLETED,2026-05-22 00:00:00,4,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261418,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,229686,18798,0,9187,RETURNED,2026-03-09 00:00:00,2,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20261419,Lazada,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,546744,10986,15000,21869,COMPLETED,2026-05-24 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261420,TikTok Shop,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,242117,31098,10000,9684,COMPLETED,2026-08-05 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261421,Lazada,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,663462,19739,15000,26538,COMPLETED,2026-08-11 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261422,TikTok Shop,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,735136,34460,10000,29405,RETURNED,2026-07-22 00:00:00,1,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20261423,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,344170,28902,25000,13766,COMPLETED,2026-08-17 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261424,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,215900,19769,15000,8636,CANCELLED,2026-01-22 00:00:00,,
ORD-20261425,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,456928,17275,5000,18277,COMPLETED,2026-01-19 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261426,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,523080,18785,25000,20923,COMPLETED,2026-06-25 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261427,Tokopedia,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,542537,14758,25000,21701,COMPLETED,2026-06-04 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261428,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,481281,22566,25000,19251,COMPLETED,2026-04-07 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261429,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,281326,18469,0,11253,CANCELLED,2026-07-10 00:00:00,,
ORD-20261430,Shopee,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,314605,31055,25000,12584,COMPLETED,2026-03-26 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261431,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,261348,11835,0,10453,CANCELLED,2026-02-26 00:00:00,,
ORD-20261432,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,502767,22143,5000,20110,COMPLETED,2026-03-14 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261433,TikTok Shop,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,142814,14197,15000,5712,RETURNED,2026-05-31 00:00:00,1,"Pengiriman lama sekali, kemasan penyok dan barang agak lecet."
ORD-20261434,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,339685,34295,0,13587,RETURNED,2026-05-01 00:00:00,2,"Ukuran baju terlalu kecil dan jahitan tidak rapi, kecewa."
ORD-20261435,TikTok Shop,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,37609,21299,10000,1504,COMPLETED,2026-02-19 00:00:00,4,"Barang original 100%, mantap recommended seller!"
ORD-20261436,TikTok Shop,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,542675,22464,25000,21707,COMPLETED,2026-03-05 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261437,TikTok Shop,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,351670,10086,10000,14066,CANCELLED,2026-04-12 00:00:00,,
ORD-20261438,Shopee,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,649868,33034,25000,25994,CANCELLED,2026-01-01 00:00:00,,
ORD-20261439,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,274744,22521,10000,10989,COMPLETED,2026-08-05 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261440,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,363503,33961,5000,14540,COMPLETED,2026-05-25 00:00:00,5,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261441,Tokopedia,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,548701,25772,5000,21948,COMPLETED,2026-08-25 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261442,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,108427,27409,5000,4337,COMPLETED,2026-06-26 00:00:00,4,"Barang original 100%, mantap recommended seller!"
ORD-20261443,Lazada,SKU-ELC-001,Headset Bluetooth Wireless TWS,Elektronik,350214,33215,5000,14008,CANCELLED,2026-06-26 00:00:00,,
ORD-20261444,Lazada,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,339324,18559,25000,13572,RETURNED,2026-02-22 00:00:00,1,"Bahan tipis tidak sesuai deskripsi produk, ajukan retur."
ORD-20261445,Shopee,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,312761,23254,5000,12510,COMPLETED,2026-02-25 00:00:00,5,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261446,Lazada,SKU-FSH-002,Kemeja Flanel Kotak Lengan Panjang,Fashion,393958,21495,10000,15758,COMPLETED,2026-02-13 00:00:00,4,"Barang original 100%, mantap recommended seller!"
ORD-20261447,Lazada,SKU-KCT-001,Serum Wajah Brightening Vitamin C,Kecantikan,358890,31330,10000,14355,COMPLETED,2026-06-26 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261448,TikTok Shop,SKU-KSH-001,Minyak Angin Aromatheraphy 10ml,Kesehatan,599336,23095,25000,23973,COMPLETED,2026-01-10 00:00:00,4,"Sangat puas belanja di toko ini, seller ramah dan responsif."
ORD-20261449,Tokopedia,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,91136,21664,0,3645,COMPLETED,2026-02-06 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261450,TikTok Shop,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,543079,28019,0,21723,COMPLETED,2026-08-09 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261451,Shopee,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,292238,32843,10000,11689,COMPLETED,2026-07-04 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261452,Tokopedia,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,160502,29144,10000,6420,COMPLETED,2026-02-07 00:00:00,5,"Barang original 100%, mantap recommended seller!"
ORD-20261453,Lazada,SKU-KCT-002,Sunscreen Gel SPF 50 PA++++,Kecantikan,417072,23877,10000,16682,COMPLETED,2026-01-16 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261454,Lazada,SKU-FSH-001,Kaos Polos Cotton Combed 30s,Fashion,682892,18018,0,27315,COMPLETED,2026-05-19 00:00:00,4,"Kualitas ok sesuai harga, barang berfungsi dengan baik."
ORD-20261455,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,543302,19852,0,21732,COMPLETED,2026-06-15 00:00:00,3,"Biasa saja, pengiriman agak lama."
ORD-20261456,TikTok Shop,SKU-PRM-001,Wajan Anti Lengket Granite 24cm,Perlengkapan Rumah,674865,24961,15000,26994,COMPLETED,2026-03-20 00:00:00,5,"Produk bagus banget, pengiriman cepat dan packing rapi!"
ORD-20261457,Shopee,SKU-ELC-002,Powerbank Fast Charging 10000mAh,Elektronik,198253,12536,15000,7930,RETURNED,2026-07-11 00:00:00,1,"Pengiriman lama sekali, kemasan penyok dan barang agak lecet."
